cell	feat	expr_map	expr_ci_lower	expr_ci_upper
12	PCNX	13	7	25
12	HEATR5B	0	0	7
12	PHIP	0	0	7
12	ANKRD52	4	2	12
12	SLC38A1	2	1	9
12	AFF4	12	6	26
12	RNF169	2	1	12
12	SON	15	8	28
12	MALAT1	28	18	42
12	IGF2R	35	25	50
12	ALPK2	15	9	28
12	TMOD2	2	1	10
12	GTF3C4	0	0	6
12	QSER1	2	1	13
12	NKTR	2	1	9
12	USP9X	4	2	14
12	SPTAN1	132	109	160
12	HELZ2	0	0	7
12	SLC7A11	11	5	22
12	TLN1	190	162	223
12	DIP2B	0	0	7
12	PTPN14	18	10	31
12	FLNB	0	0	6
12	PRKDC	2	1	10
12	SCUBE3	4	2	13
12	STARD9	2	1	11
12	AMOTL1	38	25	58
12	KIAA1199	171	147	199
12	PIK3CA	0	0	7
12	MKI67	0	0	5
12	LUZP1	0	0	7
12	KIDINS220	12	6	24
12	ARL10	0	0	7
12	NF1	7	3	18
12	PDS5A	19	11	34
12	SLC5A3	0	0	6
12	USP34	0	0	7
12	RAB3B	11	5	23
12	PRRC2B	55	42	75
12	IQGAP1	60	47	79
12	TNC	116	95	142
12	CREBBP	33	22	50
12	FASN	5	2	15
12	FYCO1	22	14	36
12	PLXNA1	0	0	6
12	AFAP1	37	25	55
12	VPS13D	2	1	11
12	BRCA2	0	0	7
12	HIVEP1	11	5	23
12	MAN1A2	15	8	29
12	LRP1	87	69	112
12	CACNA1A	4	2	15
12	SRRM2	105	86	131
12	COL7A1	18	10	32
12	LMTK2	0	0	8
12	GTF3C1	19	12	32
12	SPTBN1	74	59	94
12	FBN2	275	244	310
12	CENPF	0	0	6
12	ZFC3H1	9	4	21
12	FZD4	0	0	7
12	ITGA2	14	7	26
12	UBR2	0	0	8
12	PRKCA	54	39	76
12	KIAA1147	0	0	8
12	NR4A1	0	0	6
12	SMARCA5	2	1	9
12	CASC5	0	0	7
12	GPR107	14	8	26
12	TPR	19	12	33
12	NUMA1	18	10	33
12	KIAA1462	42	31	60
12	FOSB	2	1	9
12	CKAP5	18	11	32
12	ROCK2	8	4	17
12	AGPS	0	0	7
12	PRPF8	78	61	99
12	ZKSCAN2	0	0	6
12	CBL	4	2	15
12	DNAJC13	10	5	21
12	AKAP11	0	0	7
12	FLNA	424	384	464
12	FRY	2	1	13
12	CHD8	2	1	12
12	ALMS1	0	0	6
12	ZC3H13	6	3	16
12	USP24	0	0	7
12	DOCK7	11	5	23
12	CBX5	2	1	9
12	PAPPA	64	49	86
12	SVEP1	10	5	21
12	UBR5	4	2	12
12	EGFR	18	10	31
12	ABCA2	7	3	17
12	NUP98	0	0	7
12	LYST	2	1	11
12	C14orf132	32	22	48
12	PIEZO1	57	43	78
12	MYH10	68	53	87
12	H6PD	32	22	50
12	DOPEY1	0	0	7
12	DSEL	9	4	20
12	FAM208B	2	1	11
12	POLQ	0	0	7
12	TEAD1	28	19	41
12	DIP2C	20	12	35
12	HIVEP2	0	0	7
12	ASCC3	11	5	23
12	THSD4	9	4	20
12	DIEXF	0	0	6
12	VPS13A	2	1	10
12	VCAN	6	3	15
12	MED14	2	1	10
12	FLNC	113	93	138
12	NOTCH2	2	1	10
12	C17orf51	0	0	6
12	COL5A1	413	372	454
12	KPNA4	0	0	6
12	NRIP1	4	2	13
12	CEP250	12	6	25
8	STARD9	5	2	15
8	AFAP1	14	7	28
8	THBS1	287	258	319
8	ITGA2	2	1	10
8	MALAT1	2	1	9
8	LYST	2	1	11
8	KIAA1462	10	5	21
8	COL7A1	0	0	6
8	CASC5	0	0	7
8	MYH10	24	16	36
8	PAPPA	81	63	105
8	KPNA4	0	0	6
8	ZFC3H1	0	0	7
8	EGFR	0	0	6
8	PRKCA	19	11	34
8	LRP1	90	71	114
8	FRY	0	0	8
8	NKTR	0	0	5
8	HIVEP2	0	0	7
8	SPTBN1	34	24	49
8	DIP2B	10	4	22
8	DNAJC13	2	1	9
8	CACNA1A	0	0	7
8	NUP98	0	0	7
8	VPS13D	22	13	37
8	GPR107	6	3	15
8	FLNC	23	14	36
8	SSH1	0	0	6
8	PTPN14	6	3	16
8	NR4A1	4	2	13
8	FLNA	327	293	365
8	MKI67	0	0	5
8	HERC2	2	1	11
8	UBR5	0	0	5
8	PRKDC	2	1	10
8	THSD4	16	9	28
8	CHD8	10	4	24
8	GTF3C1	19	12	32
8	KIAA2018	0	0	6
8	SLC7A11	2	1	10
8	SPTAN1	41	29	59
8	PRPF8	19	11	31
8	ROCK2	6	3	14
8	PDS5A	2	1	11
8	UBR2	0	0	8
8	NOTCH2	0	0	6
8	SMARCA5	2	1	9
8	SLC38A1	11	5	22
8	PLXNA1	15	8	28
8	TLN1	105	84	131
8	PCNX	6	3	16
8	PRRC2B	21	13	34
8	KIDINS220	4	2	14
8	FBN1	140	118	167
8	FAM208B	2	1	11
8	FBN2	487	445	528
8	CKAP5	26	16	41
8	MED14	0	0	6
8	USP24	0	0	7
8	AMOTL1	0	0	7
8	KIAA1199	232	204	264
8	C14orf132	15	8	27
8	RNF169	2	1	12
8	DSEL	0	0	6
8	TPR	6	3	16
8	DOPEY1	0	0	7
8	PIEZO1	35	24	52
8	AGPS	2	1	11
8	ARL10	0	0	7
8	DIP2C	9	4	20
8	LMTK2	2	1	12
8	AKAP11	0	0	7
8	ANKRD52	8	4	18
8	IQGAP1	22	14	34
8	KIAA1147	2	1	14
8	CEP250	2	1	11
8	ABCA2	4	2	14
8	IGF2R	56	42	74
8	USP34	0	0	7
8	NF1	0	0	6
8	SRRM2	21	13	35
8	H6PD	18	11	32
8	ZKSCAN2	0	0	6
8	SVEP1	0	0	5
8	TEAD1	22	14	34
8	TNRC6A	6	3	17
8	DOCK7	11	5	23
8	FASN	2	1	11
8	COL5A1	781	722	826
8	CBX5	2	1	9
8	HIVEP1	2	1	10
8	C17orf51	0	0	6
8	ZC3H13	11	5	22
8	ALMS1	2	1	10
8	NUMA1	10	4	23
8	VPS13A	6	3	17
8	SON	17	10	30
8	RAB3B	9	4	20
8	AFF4	0	0	7
8	USP9X	4	2	14
8	GTF3C4	2	1	10
8	VCAN	4	2	12
8	CBL	2	1	11
8	REV3L	0	0	6
8	FOSB	0	0	6
8	POLQ	0	0	7
8	TNC	25	17	40
8	PIK3CA	0	0	7
8	ALPK2	6	3	16
8	LUZP1	5	2	15
8	CREBBP	0	0	6
8	SIPA1L3	6	3	16
8	DIEXF	0	0	6
8	HEATR5B	0	0	7
8	CENPF	0	0	6
8	ATP11A	12	6	25
8	MAN1A2	10	4	22
8	FYCO1	13	7	25
8	DYNC1H1	61	46	81
8	FLNB	14	7	27
8	NRIP1	0	0	6
8	SLC5A3	0	0	6
8	ASCC3	16	9	29
8	QSER1	0	0	8
8	BRCA2	2	1	12
8	HELZ2	0	0	7
8	TMOD2	0	0	6
8	SCUBE3	50	36	70
8	PHIP	0	0	7
8	FZD4	0	0	7
6	NKTR	2	1	9
6	ALPK2	0	0	6
6	H6PD	18	11	32
6	NUP98	5	2	15
6	TNRC6A	4	2	13
6	NRIP1	0	0	6
6	KIDINS220	7	3	18
6	SCUBE3	9	4	20
6	USP9X	0	0	6
6	IGF2R	4	2	12
6	SSH1	0	0	6
6	ZC3H13	6	3	16
6	CHD8	8	3	20
6	PRPF8	27	18	41
6	COL5A1	200	172	233
6	ROCK2	20	13	32
6	KIAA1199	70	56	90
6	AKAP11	0	0	7
6	DOPEY1	2	1	12
6	AFF4	17	9	32
6	PIK3CA	2	1	11
6	HERC2	0	0	7
6	FOSB	17	10	30
6	PDS5A	4	2	14
6	EGFR	0	0	6
6	MED14	11	5	23
6	USP34	0	0	7
6	CREBBP	0	0	6
6	PRKDC	4	2	13
6	HELZ2	0	0	7
6	KIAA1462	27	18	42
6	REV3L	0	0	6
6	FBN1	49	37	66
6	USP24	0	0	7
6	FLNC	54	41	72
6	FASN	5	2	15
6	VPS13A	0	0	6
6	SIPA1L3	8	4	19
6	ZKSCAN2	0	0	6
6	CKAP5	16	9	30
6	GTF3C4	0	0	6
6	ABCA2	2	1	10
6	DIEXF	2	1	10
6	SON	0	0	6
6	DIP2C	2	1	10
6	ITGA2	18	10	32
6	FBN2	18	11	29
6	ANKRD52	4	2	12
6	PHIP	0	0	7
6	SPTAN1	145	121	174
6	PAPPA	30	19	46
6	THSD4	0	0	6
6	AFAP1	14	7	28
6	FAM208B	2	1	11
6	IQGAP1	75	59	95
6	SLC5A3	0	0	6
6	CBX5	43	32	60
6	NOTCH2	0	0	6
6	NUMA1	15	8	30
6	CASC5	7	3	19
6	CENPF	2	1	10
6	SMARCA5	21	13	34
6	CACNA1A	0	0	7
6	VCAN	84	66	107
6	FZD4	0	0	7
6	DYNC1H1	10	5	21
6	C17orf51	15	8	28
6	TMOD2	0	0	6
6	C14orf132	2	1	9
6	DSEL	0	0	6
6	PLXNA1	11	5	22
6	KIAA2018	7	3	17
6	KPNA4	0	0	6
6	MALAT1	47	35	65
6	PRKCA	2	1	11
6	DOCK7	2	1	10
6	LMTK2	2	1	12
6	MYH10	58	44	76
6	UBR5	2	1	9
6	TLN1	194	166	227
6	SLC7A11	13	7	25
6	KIAA1147	0	0	8
6	PIEZO1	15	8	28
6	FYCO1	0	0	6
6	LRP1	27	17	42
6	THBS1	346	315	381
6	DNAJC13	4	2	12
6	TNC	34	24	50
6	RNF169	0	0	7
6	FLNB	0	0	6
6	SLC38A1	2	1	9
6	CEP250	0	0	7
6	AGPS	0	0	7
6	HEATR5B	0	0	7
6	MAN1A2	7	3	19
6	GTF3C1	2	1	9
6	SRRM2	62	47	82
6	PTPN14	0	0	6
6	TPR	2	1	9
6	HIVEP2	0	0	7
6	UBR2	2	1	13
6	TEAD1	32	22	46
6	COL7A1	0	0	6
6	LYST	10	4	22
6	PRRC2B	2	1	9
6	ASCC3	9	4	20
6	MKI67	12	7	23
6	FLNA	393	355	432
6	GPR107	0	0	5
6	FRY	5	2	17
6	ATP11A	5	2	15
6	ARL10	0	0	7
6	CBL	0	0	7
6	NR4A1	32	21	48
6	RAB3B	13	7	26
6	STARD9	0	0	7
6	BRCA2	0	0	7
6	NF1	4	2	14
6	SPTBN1	32	22	46
6	ZFC3H1	12	6	25
6	ALMS1	9	4	20
6	LUZP1	5	2	15
6	PCNX	2	1	10
6	AMOTL1	7	3	19
6	SVEP1	0	0	5
6	VPS13D	7	3	18
6	POLQ	0	0	7
6	HIVEP1	11	5	23
6	QSER1	0	0	8
6	DIP2B	0	0	7
20	NR4A1	13	7	25
20	ROCK2	0	0	5
20	MALAT1	25	17	40
20	MED14	4	2	13
20	DIP2C	13	7	26
20	GPR107	6	3	15
20	UBR2	0	0	8
20	KPNA4	4	2	13
20	SLC5A3	14	7	27
20	DNAJC13	0	0	6
20	DSEL	11	5	23
20	KIDINS220	0	0	6
20	ZFC3H1	14	7	28
20	USP9X	0	0	6
20	PRKCA	34	23	52
20	FLNA	272	241	307
20	CACNA1A	9	4	22
20	LRP1	67	51	89
20	GTF3C1	2	1	9
20	FZD4	17	9	31
20	POLQ	2	1	12
20	SON	15	8	28
20	VPS13D	2	1	11
20	AFF4	10	4	22
20	NKTR	0	0	5
20	FASN	2	1	11
20	VCAN	12	7	24
20	CBX5	0	0	5
20	H6PD	16	9	29
20	PTPN14	11	5	22
20	NF1	2	1	11
20	PRKDC	0	0	6
20	PHIP	0	0	7
20	QSER1	0	0	8
20	FLNC	67	52	87
20	BRCA2	2	1	12
20	FLNB	2	1	10
20	DYNC1H1	10	5	21
20	SPTBN1	22	14	34
20	DIEXF	0	0	6
20	NOTCH2	14	7	26
20	CHD8	2	1	12
20	CEP250	4	2	15
20	TNC	34	24	50
20	STARD9	5	2	15
20	ITGA2	9	4	20
20	IQGAP1	44	33	61
20	MKI67	0	0	5
20	HERC2	4	2	14
20	KIAA1147	8	3	22
20	ZKSCAN2	0	0	6
20	UBR5	2	1	9
20	SLC38A1	11	5	22
20	THSD4	0	0	6
20	TLN1	134	111	162
20	REV3L	0	0	6
20	RNF169	10	4	24
20	HEATR5B	5	2	16
20	FYCO1	6	3	16
20	ARL10	0	0	7
20	CASC5	5	2	15
20	PCNX	4	2	13
20	HELZ2	0	0	7
20	SVEP1	30	20	45
20	PLXNA1	18	10	31
20	LUZP1	0	0	7
20	TPR	0	0	6
20	USP34	7	3	19
20	FOSB	2	1	9
20	HIVEP1	0	0	6
20	SMARCA5	0	0	5
20	MYH10	68	53	87
20	VPS13A	2	1	10
20	MAN1A2	7	3	19
20	NUMA1	0	0	7
20	RAB3B	18	10	32
20	PDS5A	2	1	11
20	ALMS1	0	0	6
20	DOCK7	25	16	41
20	ASCC3	23	14	38
20	SLC7A11	4	2	13
20	KIAA2018	9	4	20
20	DIP2B	10	4	22
20	LMTK2	0	0	8
20	TEAD1	58	45	76
20	PIK3CA	14	7	28
20	ANKRD52	2	1	9
20	AMOTL1	12	6	26
20	HIVEP2	7	3	20
20	FRY	13	6	28
20	ATP11A	42	29	62
20	SCUBE3	2	1	10
20	FAM208B	0	0	7
20	CKAP5	21	12	35
20	ALPK2	15	9	28
20	THBS1	449	413	487
20	SPTAN1	96	77	121
20	EGFR	2	1	10
20	KIAA1462	58	44	77
20	KIAA1199	185	160	214
20	SIPA1L3	17	10	30
20	GTF3C4	0	0	6
20	DOPEY1	31	20	50
20	PRRC2B	73	57	94
20	ABCA2	14	7	27
20	C14orf132	0	0	6
20	CREBBP	18	11	33
20	CENPF	4	2	13
20	LYST	15	8	28
20	COL5A1	112	91	138
20	NUP98	0	0	7
20	PIEZO1	33	22	49
20	SSH1	0	0	6
20	COL7A1	0	0	6
20	AGPS	0	0	7
20	PRPF8	55	41	73
20	NRIP1	30	20	46
20	TMOD2	4	2	14
20	IGF2R	0	0	5
20	ZC3H13	2	1	10
20	PAPPA	13	7	26
20	TNRC6A	43	31	62
20	AKAP11	0	0	7
20	CBL	0	0	7
20	SRRM2	4	2	12
20	USP24	13	6	27
20	FBN2	112	93	136
20	AFAP1	32	21	49
20	FBN1	18	11	30
20	C17orf51	4	2	13
5	MED14	2	1	10
5	VPS13D	12	6	25
5	PAPPA	23	14	37
5	DIEXF	0	0	6
5	IQGAP1	14	8	25
5	ALPK2	22	14	37
5	SVEP1	23	15	37
5	DSEL	0	0	6
5	TLN1	26	17	41
5	SPTBN1	58	45	76
5	NUP98	0	0	7
5	BRCA2	0	0	7
5	USP9X	7	3	17
5	LUZP1	7	3	19
5	CACNA1A	9	4	22
5	ANKRD52	4	2	12
5	TPR	4	2	13
5	SMARCA5	0	0	5
5	GTF3C4	2	1	10
5	SCUBE3	6	3	16
5	LRP1	72	55	94
5	VPS13A	0	0	6
5	CENPF	0	0	6
5	UBR2	0	0	8
5	SLC7A11	18	10	31
5	NKTR	0	0	5
5	CREBBP	0	0	6
5	KIDINS220	0	0	6
5	DNAJC13	0	0	6
5	FASN	0	0	7
5	ALMS1	2	1	10
5	CASC5	2	1	11
5	CKAP5	33	22	50
5	SLC38A1	13	7	25
5	KPNA4	0	0	6
5	KIAA1147	0	0	8
5	PRKCA	12	6	25
5	TMOD2	0	0	6
5	EGFR	2	1	10
5	HELZ2	0	0	7
5	PCNX	20	12	34
5	ABCA2	11	6	24
5	NUMA1	7	3	19
5	DOCK7	2	1	10
5	HIVEP1	6	3	17
5	CEP250	9	4	21
5	SRRM2	4	2	12
5	DOPEY1	2	1	12
5	PLXNA1	6	3	16
5	ROCK2	8	4	17
5	C17orf51	8	4	19
5	DIP2C	2	1	10
5	PHIP	0	0	7
5	RAB3B	9	4	20
5	RNF169	0	0	7
5	STARD9	0	0	7
5	PRKDC	0	0	6
5	NRIP1	6	3	16
5	AGPS	0	0	7
5	LYST	2	1	11
5	PIEZO1	107	86	133
5	ASCC3	11	5	23
5	PDS5A	2	1	11
5	GPR107	16	10	29
5	CHD8	0	0	8
5	ATP11A	12	6	25
5	FRY	2	1	13
5	FBN2	831	775	875
5	KIAA2018	0	0	6
5	MYH10	30	20	44
5	MALAT1	4	2	12
5	IGF2R	45	33	62
5	DYNC1H1	8	4	19
5	PRPF8	2	1	9
5	AFF4	0	0	7
5	AMOTL1	23	13	39
5	PRRC2B	47	34	65
5	SIPA1L3	0	0	6
5	UBR5	4	2	12
5	FOSB	11	5	22
5	TEAD1	36	26	51
5	SSH1	0	0	6
5	LMTK2	0	0	8
5	FAM208B	0	0	7
5	C14orf132	10	5	21
5	ITGA2	2	1	10
5	COL7A1	18	10	32
5	MAN1A2	0	0	7
5	CBX5	0	0	5
5	HEATR5B	23	14	40
5	REV3L	0	0	6
5	FYCO1	24	15	39
5	TNC	114	93	140
5	HERC2	0	0	7
5	CBL	2	1	11
5	SON	8	4	19
5	POLQ	0	0	7
5	COL5A1	308	272	346
