cell	feat	expr_map	expr_ci_lower	expr_ci_upper
21	KIDINS220	31	20	48
21	FAM208B	27	17	43
21	USP34	2	1	11
21	THSD4	36	25	53
21	AMOTL1	66	49	91
21	PAPPA	292	256	331
21	CACNA1A	4	2	15
21	KIAA1147	0	0	8
21	PIEZO1	24	15	39
21	FLNC	150	127	179
21	CKAP5	42	29	61
21	PIK3CA	0	0	7
21	SPTAN1	77	60	99
21	SLC5A3	7	3	18
21	ALPK2	34	23	50
21	CASC5	0	0	7
21	QSER1	0	0	8
21	NOTCH2	35	23	52
21	DIEXF	2	1	10
21	PRKCA	161	133	194
21	DOPEY1	7	3	19
21	ZC3H13	2	1	10
21	ZKSCAN2	7	3	17
21	ITGA2	30	20	46
21	TNC	69	53	90
21	RAB3B	129	106	158
21	IQGAP1	79	63	99
21	POLQ	2	1	12
21	TMOD2	7	3	17
21	ZFC3H1	4	2	14
21	GPR107	16	10	29
21	C14orf132	6	3	15
21	MAN1A2	15	8	29
21	KIAA2018	0	0	6
21	STARD9	2	1	11
21	SON	89	70	113
21	PCNX	32	21	48
21	HIVEP2	26	16	44
21	REV3L	9	4	21
21	SRRM2	162	137	192
21	TEAD1	46	34	62
21	VPS13D	32	21	49
21	SCUBE3	4	2	13
21	NF1	26	16	42
21	ATP11A	20	11	35
21	SIPA1L3	2	1	9
21	IGF2R	106	87	130
21	FLNB	30	20	47
21	SSH1	31	21	47
21	COL7A1	0	0	6
21	HIVEP1	13	7	26
21	SLC38A1	2	1	9
21	AFF4	89	69	116
21	CHD8	19	10	35
21	FZD4	7	3	18
21	BRCA2	2	1	12
21	AGPS	0	0	7
21	DYNC1H1	32	22	48
21	LMTK2	2	1	12
21	NR4A1	0	0	6
21	MYH10	10	5	19
21	FBN1	94	77	117
21	NRIP1	0	0	6
21	PRPF8	93	75	116
21	UBR5	6	3	15
21	CENPF	2	1	10
21	LRP1	139	116	169
21	AFAP1	47	33	67
21	LUZP1	0	0	7
21	FASN	2	1	11
21	FYCO1	6	3	16
21	PTPN14	31	21	48
21	PDS5A	29	18	46
21	H6PD	47	33	66
21	ANKRD52	2	1	9
21	THBS1	285	257	317
21	PHIP	5	2	16
21	ARL10	10	4	22
21	MED14	0	0	6
21	CBX5	2	1	9
21	DOCK7	41	29	60
21	EGFR	38	26	55
21	CEP250	27	17	43
21	NUMA1	86	66	114
21	MKI67	0	0	5
21	DNAJC13	34	24	51
21	ROCK2	8	4	17
21	SVEP1	82	65	104
21	CREBBP	47	33	67
21	KIAA1462	12	7	24
21	TLN1	214	185	249
21	NKTR	6	3	15
21	NUP98	7	3	18
21	RNF169	8	3	20
21	VCAN	0	0	5
21	TNRC6A	4	2	13
21	PLXNA1	9	4	19
21	PRKDC	25	16	40
21	SLC7A11	4	2	13
21	FRY	8	3	21
21	ASCC3	42	29	61
21	CBL	12	6	25
21	HELZ2	7	3	18
21	HERC2	2	1	11
21	FLNA	389	351	428
21	C17orf51	0	0	6
21	COL5A1	70	54	91
21	USP24	0	0	7
21	GTF3C1	23	15	37
21	FOSB	8	4	19
21	USP9X	14	7	27
21	VPS13A	9	4	20
21	FBN2	130	110	156
21	DIP2B	33	21	52
21	TPR	22	13	36
21	SMARCA5	19	11	31
21	MALAT1	2	1	9
21	UBR2	41	27	63
21	PRRC2B	68	53	89
45	DIEXF	2	1	10
45	PRPF8	71	56	92
45	ITGA2	81	63	105
45	VPS13D	2	1	11
45	CBX5	4	2	12
45	SLC38A1	11	5	22
45	AKAP11	44	30	66
45	NF1	33	22	51
45	PCNX	43	30	61
45	LUZP1	2	1	12
45	C17orf51	0	0	6
45	DIP2C	25	16	40
45	POLQ	2	1	12
45	THSD4	75	58	98
45	CENPF	2	1	10
45	SPTBN1	38	27	53
45	TMOD2	19	11	33
45	H6PD	77	60	101
45	ALMS1	0	0	6
45	AMOTL1	48	34	70
45	FLNB	64	48	86
45	KPNA4	16	9	29
45	SRRM2	185	159	217
45	PRKCA	61	45	84
45	ASCC3	25	16	41
45	FASN	22	13	38
45	FRY	13	6	28
45	ZFC3H1	14	7	28
45	USP9X	14	7	27
45	NUP98	20	11	35
45	COL5A1	70	54	91
45	GTF3C4	7	3	17
45	FAM208B	17	9	31
45	NOTCH2	49	35	69
45	HEATR5B	7	3	19
45	FLNC	127	106	154
45	QSER1	0	0	8
45	PDS5A	17	9	31
45	NR4A1	4	2	13
45	HIVEP2	10	4	23
45	DSEL	11	5	23
45	PAPPA	187	159	221
45	TNC	51	38	70
45	DYNC1H1	72	56	94
45	HELZ2	0	0	7
45	SLC7A11	31	21	48
45	KIAA1462	135	113	163
45	MYH10	38	27	53
45	USP24	10	4	23
45	PHIP	10	4	23
45	HERC2	2	1	11
45	PRKDC	13	7	26
45	EGFR	96	77	121
45	STARD9	15	8	28
45	TPR	24	15	38
45	ABCA2	64	48	86
45	TNRC6A	25	16	40
45	GPR107	16	10	29
45	AFAP1	69	52	93
45	DOCK7	39	27	57
45	FZD4	14	7	28
45	HIVEP1	13	7	26
45	CBL	14	7	28
45	SLC5A3	79	61	104
45	BRCA2	2	1	12
45	TEAD1	62	48	81
45	CACNA1A	19	11	35
45	KIDINS220	14	7	27
45	ZKSCAN2	0	0	6
45	CEP250	7	3	18
45	VCAN	2	1	9
45	THBS1	312	282	345
45	CKAP5	66	49	88
45	SMARCA5	4	2	12
45	PRRC2B	83	66	106
45	FLNA	635	586	678
45	DOPEY1	23	14	40
45	ANKRD52	2	1	9
45	VPS13A	11	5	23
45	AFF4	28	17	45
45	MED14	2	1	10
45	MKI67	0	0	5
45	AGPS	0	0	7
45	ZC3H13	4	2	13
45	PIK3CA	4	2	14
45	PLXNA1	9	4	19
45	PTPN14	27	17	42
45	REV3L	0	0	6
45	ATP11A	2	1	11
45	FBN2	310	277	346
45	COL7A1	0	0	6
45	MAN1A2	38	25	57
45	ROCK2	2	1	8
45	SON	87	68	110
45	PIEZO1	24	15	39
45	CREBBP	16	9	30
45	C14orf132	6	3	15
45	RNF169	21	12	38
