cell	feat	expr_map	expr_ci_lower	expr_ci_upper
20	ABCA2	0	0	6
20	FRY	0	0	9
20	DOCK7	2	1	12
20	ATP11A	0	0	8
20	TNC	2	1	10
20	FOSB	0	0	6
20	TEAD1	10	5	21
20	MKI67	0	0	7
20	CASC5	0	0	7
20	AFAP1	2	1	12
20	NOTCH2	5	2	16
20	GTF3C4	0	0	8
20	DOPEY1	0	0	8
20	SCUBE3	18	10	34
20	PLXNA1	0	0	8
20	SPTAN1	14	7	26
20	HELZ2	0	0	7
20	ZKSCAN2	0	0	8
20	HIVEP1	0	0	8
20	FLNC	2	1	9
20	FLNA	40	29	55
20	CBX5	0	0	5
20	SLC5A3	0	0	9
20	USP9X	4	2	13
20	LUZP1	0	0	7
20	CACNA1A	0	0	8
20	ALMS1	0	0	6
20	PDS5A	2	1	12
20	USP24	5	2	17
20	KIAA1147	0	0	8
20	TLN1	19	12	31
20	THBS1	673	633	712
20	ITGA2	0	0	7
20	PRPF8	22	13	35
20	NUMA1	4	2	14
20	AMOTL1	12	6	25
20	IQGAP1	19	11	31
20	VPS13A	0	0	7
20	SON	3	2	11
20	GPR107	8	4	18
20	THSD4	0	0	7
20	QSER1	0	0	9
20	MED14	0	0	7
20	PAPPA	111	91	136
20	ASCC3	0	0	6
20	CKAP5	4	2	11
20	SRRM2	22	14	35
20	KIAA1462	4	2	11
20	SPTBN1	10	5	21
20	MALAT1	0	0	6
20	KIAA2018	0	0	7
20	NKTR	2	1	11
20	ANKRD52	0	0	7
20	IGF2R	16	9	27
20	SSH1	2	1	12
20	KPNA4	0	0	8
20	HEATR5B	0	0	8
20	FYCO1	0	0	6
20	CEP250	10	4	24
20	SMARCA5	4	2	11
20	UBR5	8	4	17
20	ARL10	0	0	7
20	HERC2	0	0	7
20	PRRC2B	11	5	22
20	DIP2B	2	1	11
20	FLNB	0	0	7
20	KIAA1199	0	0	6
20	C17orf51	0	0	7
20	AFF4	0	0	7
20	VPS13D	0	0	7
20	FAM208B	0	0	7
20	GTF3C1	0	0	6
20	ROCK2	15	8	27
20	SVEP1	0	0	5
20	CBL	0	0	8
20	NRIP1	0	0	7
20	NR4A1	0	0	6
20	LYST	0	0	8
20	AKAP11	0	0	9
20	H6PD	5	2	17
20	STARD9	0	0	8
20	CENPF	0	0	7
20	PCNX	2	1	11
20	ALPK2	0	0	7
20	TPR	2	1	12
20	PRKDC	5	2	15
20	PIEZO1	2	1	10
20	EGFR	0	0	8
20	DNAJC13	2	1	11
20	SLC7A11	2	1	9
20	VCAN	2	1	9
20	CREBBP	0	0	8
20	POLQ	0	0	9
20	PIK3CA	2	1	12
20	DSEL	0	0	7
20	NF1	0	0	7
20	BRCA2	0	0	8
20	KIDINS220	0	0	8
20	NUP98	0	0	7
20	DIP2C	0	0	8
20	MAN1A2	0	0	7
20	FBN1	28	18	42
20	REV3L	0	0	7
20	LMTK2	0	0	8
20	RAB3B	0	0	6
20	LRP1	13	7	26
20	TMOD2	0	0	7
20	PTPN14	0	0	7
20	SLC38A1	0	0	5
20	AGPS	0	0	9
20	CHD8	0	0	7
20	ZFC3H1	11	5	25
20	TNRC6A	0	0	7
20	DIEXF	0	0	8
20	FBN2	21	13	34
20	FZD4	0	0	7
96	FZD4	0	0	7
96	TEAD1	74	58	96
96	TNRC6A	4	2	14
96	ROCK2	28	18	43
96	TLN1	222	195	254
96	ALPK2	9	4	22
96	C14orf132	0	0	7
96	ABCA2	0	0	6
96	HELZ2	0	0	7
96	IQGAP1	63	48	83
96	CBX5	0	0	5
96	PIEZO1	11	5	22
96	ZKSCAN2	8	3	21
96	CACNA1A	0	0	8
96	GTF3C1	16	9	30
96	KIAA2018	0	0	7
96	FLNA	413	376	451
96	REV3L	5	2	16
96	DOPEY1	0	0	8
96	SRRM2	16	9	28
96	BRCA2	0	0	8
96	CKAP5	4	2	11
96	ARL10	0	0	7
96	NOTCH2	7	3	19
96	DSEL	0	0	7
96	NF1	7	3	20
96	CENPF	0	0	7
96	LMTK2	0	0	8
96	SVEP1	6	3	15
96	PRRC2B	26	17	41
96	PAPPA	21	13	34
96	VCAN	8	4	17
96	SSH1	13	6	27
96	ZFC3H1	31	19	50
96	COL7A1	5	2	15
96	NUMA1	12	6	24
96	QSER1	0	0	9
96	H6PD	22	12	39
96	CEP250	8	3	20
96	KIAA1147	0	0	8
96	PDS5A	10	4	23
96	USP9X	16	9	29
96	PHIP	0	0	8
96	C17orf51	0	0	7
96	DIP2C	2	1	13
96	LUZP1	5	2	16
96	UBR5	10	5	19
96	CREBBP	21	12	38
96	NKTR	7	3	19
96	HERC2	0	0	7
96	CASC5	0	0	7
96	HEATR5B	2	1	12
96	TNC	25	16	41
96	POLQ	0	0	9
96	KPNA4	2	1	12
96	HIVEP1	0	0	8
96	ALMS1	0	0	6
96	TPR	68	50	93
96	MYH10	63	49	82
96	MKI67	0	0	7
96	GPR107	4	2	12
96	NRIP1	0	0	7
96	SLC38A1	8	4	17
96	TMOD2	0	0	7
96	SCUBE3	24	14	41
96	GTF3C4	0	0	8
96	ITGA2	7	3	19
96	FOSB	2	1	9
96	IGF2R	6	3	14
96	PCNX	7	3	19
96	LRP1	18	10	31
96	FBN1	6	3	15
96	DIP2B	0	0	7
96	PRPF8	59	44	79
96	AKAP11	0	0	9
96	FLNB	2	1	11
96	STARD9	0	0	8
96	MAN1A2	2	1	12
96	KIDINS220	0	0	8
96	DOCK7	0	0	7
96	FYCO1	14	7	27
96	SLC7A11	19	11	31
96	VPS13A	2	1	11
96	NUP98	2	1	11
96	PRKDC	10	4	22
96	KIAA1462	32	23	47
96	EGFR	0	0	8
96	FASN	0	0	8
96	ASCC3	9	4	20
96	SON	29	20	43
96	MED14	0	0	7
96	AFAP1	0	0	8
96	MALAT1	15	8	28
96	PLXNA1	5	2	16
96	SPTAN1	63	47	85
96	PTPN14	19	11	34
96	AMOTL1	22	13	38
96	PRKCA	14	7	28
96	FBN2	68	53	89
96	ZC3H13	65	47	90
96	USP24	2	1	12
96	CBL	0	0	8
96	DNAJC13	0	0	7
96	CHD8	0	0	7
96	PIK3CA	0	0	8
96	ATP11A	0	0	8
96	SLC5A3	0	0	9
96	FLNC	12	6	23
96	KIAA1199	99	80	124
96	FRY	0	0	9
96	USP34	13	6	28
96	AGPS	0	0	9
96	LYST	0	0	8
96	VPS13D	2	1	11
96	AFF4	31	20	49
96	SPTBN1	30	20	45
96	RAB3B	0	0	6
96	SMARCA5	14	8	25
96	SIPA1L3	2	1	14
96	COL5A1	106	88	130
96	DIEXF	0	0	8
96	THSD4	13	6	26
96	RNF169	0	0	8
96	ANKRD52	10	4	23
96	DYNC1H1	92	71	121
96	UBR2	0	0	8
96	NR4A1	4	2	14
96	HIVEP2	5	2	18
96	FAM208B	0	0	7
96	THBS1	1184	1131	1228
9	DSEL	7	3	18
9	C17orf51	5	2	15
9	DOCK7	0	0	7
9	NF1	7	3	20
9	NOTCH2	0	0	7
9	VPS13D	2	1	11
9	CASC5	0	0	7
9	RNF169	8	3	22
9	CACNA1A	0	0	8
9	VCAN	2	1	9
9	SMARCA5	28	19	42
9	DIEXF	0	0	8
9	FYCO1	9	4	20
9	KIAA2018	0	0	7
9	PTPN14	4	2	14
9	TPR	29	18	47
9	HIVEP2	0	0	9
9	COL5A1	157	134	184
9	FLNC	12	6	23
9	NUP98	0	0	7
9	DOPEY1	0	0	8
9	KIAA1199	48	35	67
9	ABCA2	0	0	6
9	CENPF	0	0	7
9	ITGA2	2	1	11
9	PHIP	0	0	8
9	VPS13A	0	0	7
9	FRY	0	0	9
9	PCNX	12	6	26
9	CHD8	0	0	7
9	AKAP11	0	0	9
9	SLC5A3	0	0	9
9	THBS1	878	832	920
9	REV3L	0	0	7
9	FLNB	7	3	19
9	AFAP1	0	0	8
9	SVEP1	45	33	62
9	GPR107	19	11	32
9	HIVEP1	2	1	13
9	ZC3H13	5	2	16
9	H6PD	35	23	56
9	FZD4	0	0	7
9	SPTAN1	25	16	41
9	RAB3B	0	0	6
9	KIAA1462	4	2	11
9	POLQ	0	0	9
9	CEP250	2	1	12
9	SRRM2	22	14	35
9	KIDINS220	0	0	8
9	DIP2B	0	0	7
9	CREBBP	5	2	16
9	TMOD2	0	0	7
9	PDS5A	13	6	26
9	SLC7A11	23	15	36
9	SIPA1L3	2	1	14
9	KIAA1147	0	0	8
9	PRPF8	50	37	69
9	ATP11A	0	0	8
9	DNAJC13	2	1	11
9	THSD4	2	1	12
9	HELZ2	2	1	11
9	AFF4	36	24	55
9	SPTBN1	17	10	29
9	AMOTL1	30	19	48
9	IGF2R	53	40	70
9	UBR2	0	0	8
9	CBX5	0	0	5
9	PRKCA	2	1	11
9	ZKSCAN2	0	0	8
9	DIP2C	8	3	21
9	NKTR	5	2	15
9	PAPPA	57	43	76
9	TEAD1	70	54	91
9	HERC2	4	2	14
9	SCUBE3	13	6	27
9	PIK3CA	0	0	8
9	FBN2	210	181	243
9	COL7A1	5	2	15
9	MED14	0	0	7
9	IQGAP1	19	11	31
9	PLXNA1	0	0	8
9	GTF3C1	16	9	30
9	MAN1A2	0	0	7
9	KPNA4	0	0	8
9	FAM208B	9	4	21
9	GTF3C4	0	0	8
9	SLC38A1	0	0	5
9	USP9X	2	1	10
9	PRKDC	0	0	7
9	ALPK2	24	15	41
9	EGFR	0	0	8
9	DYNC1H1	34	22	53
9	QSER1	0	0	9
9	ALMS1	0	0	6
9	FBN1	119	98	145
9	STARD9	0	0	8
9	NRIP1	0	0	7
9	USP24	0	0	8
9	TNRC6A	7	3	18
9	FLNA	122	103	146
9	TNC	74	57	98
9	TLN1	63	49	82
9	NR4A1	0	0	6
9	ARL10	0	0	7
9	CKAP5	0	0	5
9	MKI67	2	1	12
9	BRCA2	0	0	8
9	ANKRD52	0	0	7
9	MYH10	38	28	54
9	PIEZO1	4	2	13
9	LUZP1	8	3	20
9	AGPS	0	0	9
9	ROCK2	23	15	37
9	SON	5	3	14
9	NUMA1	56	40	77
9	C14orf132	0	0	7
9	ASCC3	7	3	17
9	HEATR5B	0	0	8
9	LMTK2	2	1	12
9	MALAT1	78	61	100
9	FOSB	0	0	6
9	PRRC2B	0	0	6
9	UBR5	32	22	46
9	SSH1	23	14	40
9	LRP1	27	17	43
9	ZFC3H1	0	0	8
9	CBL	0	0	8
9	LYST	0	0	8
9	FASN	0	0	8
9	USP34	10	4	24
67	ALMS1	0	0	6
67	GTF3C4	0	0	8
67	KPNA4	5	2	16
67	NUP98	0	0	7
67	DYNC1H1	39	26	60
67	AGPS	0	0	9
67	TPR	31	20	50
67	NF1	15	8	30
67	FBN1	101	82	126
67	BRCA2	0	0	8
67	CASC5	0	0	7
67	H6PD	35	23	56
67	FRY	0	0	9
67	TNC	14	7	26
67	NKTR	15	8	29
67	NR4A1	9	4	21
67	SLC5A3	0	0	9
67	SMARCA5	14	8	25
67	ATP11A	2	1	13
67	PDS5A	33	22	52
67	DOCK7	5	2	16
67	PCNX	15	8	29
67	CACNA1A	0	0	8
67	C14orf132	0	0	7
67	MYH10	26	17	40
67	TEAD1	180	153	211
67	PLXNA1	2	1	12
67	CBX5	4	2	12
67	KIAA1462	4	2	11
67	UBR2	2	1	13
67	FLNA	93	77	114
67	PIK3CA	0	0	8
67	PTPN14	7	3	18
67	ANKRD52	0	0	7
67	DOPEY1	5	2	18
67	DIP2B	0	0	7
67	PIEZO1	9	4	19
67	GPR107	8	4	18
67	LUZP1	8	3	20
67	ZFC3H1	11	5	25
67	ALPK2	2	1	11
67	CENPF	0	0	7
67	DSEL	4	2	15
67	SVEP1	6	3	15
67	PRPF8	55	41	74
67	FYCO1	0	0	6
67	LRP1	55	40	75
67	SRRM2	51	39	69
67	MAN1A2	0	0	7
67	FOSB	2	1	9
67	ABCA2	0	0	6
67	HEATR5B	0	0	8
67	TMOD2	0	0	7
67	USP24	5	2	17
67	IGF2R	36	26	52
67	COL7A1	5	2	15
67	DIEXF	0	0	8
67	FLNB	15	8	29
67	ASCC3	18	11	32
67	AFAP1	24	14	42
67	KIAA1147	0	0	8
67	NUMA1	73	55	97
67	USP9X	0	0	6
67	PAPPA	104	85	129
67	AKAP11	0	0	9
67	C17orf51	0	0	7
67	SSH1	15	8	30
67	SON	11	6	22
67	TLN1	5	3	14
67	IQGAP1	16	10	28
67	MKI67	0	0	7
67	HERC2	4	2	14
67	HIVEP1	0	0	8
67	NOTCH2	0	0	7
67	VPS13A	0	0	7
67	FBN2	4	2	12
67	FASN	5	2	16
67	THSD4	0	0	7
67	SPTBN1	39	27	55
67	AMOTL1	38	25	57
67	VPS13D	7	3	19
67	CEP250	0	0	8
67	HELZ2	0	0	7
67	SLC38A1	16	9	27
67	CHD8	0	0	7
67	RNF169	0	0	8
67	EGFR	0	0	8
67	PRRC2B	57	43	77
67	KIAA2018	0	0	7
67	CKAP5	14	8	25
67	CREBBP	10	4	24
67	RAB3B	0	0	6
67	SLC7A11	12	7	23
67	PHIP	0	0	8
67	LYST	0	0	8
67	TNRC6A	0	0	7
67	SPTAN1	32	22	49
67	DNAJC13	0	0	7
67	QSER1	6	2	20
67	FLNC	10	5	20
67	MALAT1	107	86	133
67	KIAA1199	33	22	49
67	ZKSCAN2	0	0	8
67	LMTK2	10	4	24
67	COL5A1	287	256	323
67	PRKCA	14	7	28
67	CBL	2	1	14
67	SIPA1L3	2	1	14
67	STARD9	0	0	8
67	THBS1	912	866	954
67	GTF3C1	26	16	42
67	PRKDC	20	11	36
67	ZC3H13	13	6	28
67	FAM208B	4	2	14
67	DIP2C	0	0	8
67	REV3L	2	1	12
67	VCAN	0	0	5
67	ROCK2	17	10	29
67	USP34	13	6	28
67	ITGA2	7	3	19
67	SCUBE3	2	1	12
67	ARL10	0	0	7
67	NRIP1	2	1	12
67	FZD4	0	0	7
67	POLQ	0	0	9
67	MED14	0	0	7
67	AFF4	22	13	37
67	HIVEP2	2	1	14
67	KIDINS220	10	4	24
67	UBR5	12	6	22
45	CREBBP	5	2	16
45	MAN1A2	5	2	15
45	KIAA1199	263	230	300
45	NR4A1	2	1	10
45	ROCK2	17	10	29
45	LRP1	36	25	54
45	CKAP5	28	19	42
45	TEAD1	50	37	69
45	FASN	5	2	16
45	NUP98	0	0	7
45	NKTR	0	0	7
45	SPTBN1	13	7	24
45	GTF3C1	29	18	45
45	ANKRD52	2	1	12
45	PAPPA	85	68	108
45	ALMS1	0	0	6
45	NF1	7	3	20
45	DSEL	0	0	7
45	SIPA1L3	0	0	8
45	SSH1	5	2	16
45	ZC3H13	27	16	45
45	SLC5A3	0	0	9
45	PTPN14	7	3	18
45	COL7A1	0	0	7
45	IQGAP1	23	15	36
45	EGFR	0	0	8
45	ZFC3H1	2	1	13
45	HERC2	7	3	18
45	FBN1	127	106	155
45	TLN1	103	85	126
45	PRRC2B	42	30	59
45	PRKDC	12	6	26
45	PDS5A	10	4	23
45	KIDINS220	2	1	12
45	SLC38A1	4	2	11
45	AFF4	12	6	25
45	THSD4	2	1	12
45	RAB3B	0	0	6
45	TPR	2	1	12
45	H6PD	8	3	21
45	ALPK2	14	7	28
45	MALAT1	37	26	55
45	PRKCA	7	3	18
45	FAM208B	2	1	11
45	MKI67	0	0	7
45	REV3L	0	0	7
45	DOCK7	0	0	7
45	AKAP11	0	0	9
45	SPTAN1	35	23	52
45	SVEP1	8	4	18
45	DOPEY1	2	1	13
45	FZD4	2	1	12
45	PIEZO1	13	7	25
45	HIVEP1	0	0	8
45	MYH10	26	17	40
45	PIK3CA	0	0	8
45	CEP250	2	1	12
45	NOTCH2	0	0	7
45	AFAP1	10	4	24
45	CHD8	0	0	7
45	MED14	0	0	7
45	DIP2C	0	0	8
45	TNRC6A	4	2	14
45	UBR2	0	0	8
45	COL5A1	338	303	375
45	FLNB	0	0	7
45	SLC7A11	4	2	12
45	VCAN	0	0	5
45	CBL	0	0	8
45	LMTK2	0	0	8
45	HELZ2	0	0	7
45	DYNC1H1	71	53	97
45	PCNX	2	1	11
45	FOSB	0	0	6
45	KIAA1462	10	5	20
45	PRPF8	48	35	66
45	ASCC3	4	2	14
45	FYCO1	0	0	6
45	ABCA2	0	0	6
45	USP24	2	1	12
45	SCUBE3	0	0	7
45	USP34	5	2	16
45	FLNC	10	5	20
45	AGPS	0	0	9
45	ATP11A	5	2	17
45	IGF2R	47	35	63
45	TMOD2	0	0	7
45	HIVEP2	0	0	9
45	UBR5	14	8	24
45	CASC5	0	0	7
45	RNF169	0	0	8
45	VPS13A	0	0	7
45	FRY	0	0	9
45	LYST	0	0	8
45	CENPF	0	0	7
45	C17orf51	12	6	25
45	FLNA	308	276	343
45	SMARCA5	0	0	5
45	QSER1	0	0	9
45	GPR107	0	0	5
45	NRIP1	0	0	7
45	BRCA2	0	0	8
45	STARD9	0	0	8
45	PLXNA1	0	0	8
45	ARL10	0	0	7
45	POLQ	3	1	14
45	C14orf132	5	2	15
45	KIAA1147	0	0	8
45	TNC	504	455	547
45	AMOTL1	7	3	19
45	CBX5	0	0	5
45	USP9X	6	3	17
45	SON	31	22	46
45	DNAJC13	0	0	7
45	DIEXF	2	1	13
45	FBN2	186	160	218
45	VPS13D	0	0	7
45	KIAA2018	0	0	7
45	NUMA1	12	6	24
45	THBS1	865	819	907
45	DIP2B	10	4	22
45	SRRM2	47	35	64
45	KPNA4	2	1	12
45	HEATR5B	0	0	8
45	LUZP1	5	2	16
45	CACNA1A	13	6	28
45	PHIP	0	0	8
45	ZKSCAN2	2	1	12
45	GTF3C4	0	0	8
45	ITGA2	2	1	11
97	IGF2R	132	111	159
97	ROCK2	47	35	66
97	PRRC2B	2	1	9
97	ZC3H13	35	22	55
97	C17orf51	2	1	11
97	FLNC	8	4	18
97	SRRM2	70	55	90
97	QSER1	0	0	9
97	KIAA1199	389	349	430
97	ZFC3H1	25	14	43
97	RAB3B	2	1	11
97	NOTCH2	0	0	7
97	COL5A1	163	139	191
97	SLC5A3	3	1	14
97	NRIP1	0	0	7
97	VPS13D	10	4	22
97	ASCC3	0	0	6
97	MED14	2	1	11
97	ARL10	0	0	7
97	UBR2	0	0	8
97	GPR107	34	23	50
97	TMOD2	0	0	7
97	SMARCA5	28	19	42
97	SSH1	0	0	7
97	FLNA	153	131	179
97	DOPEY1	0	0	8
97	VPS13A	0	0	7
97	FYCO1	2	1	10
97	DIP2C	5	2	17
97	BRCA2	0	0	8
97	NUP98	7	3	19
97	KIAA1462	16	9	28
97	FBN1	138	115	166
97	FRY	0	0	9
97	UBR5	12	6	22
97	DYNC1H1	21	12	37
97	TNC	163	136	195
97	AGPS	0	0	9
97	LUZP1	18	10	34
97	SPTBN1	2	1	9
97	FBN2	152	128	181
97	ITGA2	0	0	7
97	DSEL	2	1	11
97	IQGAP1	14	8	26
97	CBX5	0	0	5
97	AFAP1	0	0	8
97	LYST	0	0	8
97	CREBBP	19	10	35
97	PRPF8	15	8	27
97	LRP1	84	66	109
97	DIP2B	7	3	19
97	HIVEP1	0	0	8
97	SON	41	30	57
97	THBS1	1331	1275	1375
97	FLNB	33	21	51
97	H6PD	24	14	42
97	KIDINS220	0	0	8
97	MKI67	0	0	7
97	FAM208B	0	0	7
97	TEAD1	28	19	43
97	RNF169	5	2	18
97	PAPPA	119	98	145
97	SLC7A11	14	8	26
97	ANKRD52	0	0	7
97	NKTR	15	8	29
97	CEP250	10	4	24
97	ABCA2	0	0	6
97	STARD9	0	0	8
97	CASC5	2	1	12
97	PIEZO1	2	1	10
97	KPNA4	10	4	24
97	HEATR5B	8	3	21
97	TNRC6A	9	4	21
97	MYH10	36	26	52
97	DIEXF	0	0	8
97	C14orf132	0	0	7
97	PTPN14	0	0	7
97	SVEP1	68	53	89
97	NR4A1	21	13	36
97	DOCK7	0	0	7
97	CHD8	0	0	7
97	SCUBE3	0	0	7
97	KIAA2018	2	1	11
97	HIVEP2	35	22	57
97	SPTAN1	18	11	32
97	PCNX	12	6	26
97	PRKCA	7	3	18
97	SLC38A1	0	0	5
97	HELZ2	10	4	23
97	CENPF	0	0	7
97	AFF4	0	0	7
97	HERC2	12	6	25
97	EGFR	0	0	8
97	ZKSCAN2	0	0	8
97	TLN1	45	34	61
97	THSD4	0	0	7
97	USP24	0	0	8
97	PLXNA1	0	0	8
97	LMTK2	2	1	12
97	ALPK2	39	27	59
97	PRKDC	0	0	7
97	ATP11A	2	1	13
97	PIK3CA	2	1	12
97	REV3L	2	1	12
97	FZD4	0	0	7
97	PHIP	0	0	8
97	FASN	0	0	8
97	MAN1A2	2	1	12
97	USP34	0	0	8
97	NUMA1	148	122	180
97	ALMS1	2	1	10
97	POLQ	0	0	9
97	CKAP5	4	2	11
97	PDS5A	15	8	30
97	MALAT1	185	157	217
97	GTF3C1	7	3	18
97	CACNA1A	13	6	28
97	AMOTL1	33	21	51
97	USP9X	2	1	10
97	NF1	13	6	27
97	GTF3C4	0	0	8
97	DNAJC13	10	4	22
97	FOSB	0	0	6
97	COL7A1	0	0	7
97	KIAA1147	0	0	8
97	VCAN	6	3	15
97	SIPA1L3	5	2	18
97	CBL	2	1	14
97	AKAP11	3	1	14
97	TPR	47	33	69
75	ABCA2	0	0	6
75	CKAP5	0	0	5
75	QSER1	0	0	9
75	DOPEY1	0	0	8
75	UBR2	0	0	8
75	CBX5	10	5	20
75	DOCK7	0	0	7
75	ITGA2	0	0	7
75	NUMA1	0	0	6
75	CEP250	0	0	8
75	MKI67	0	0	7
75	EGFR	0	0	8
75	DIEXF	0	0	8
75	DIP2C	8	3	21
75	KIAA1462	6	3	14
75	USP24	0	0	8
75	CHD8	0	0	7
75	ASCC3	2	1	10
75	MYH10	46	34	63
75	FLNB	0	0	7
75	PRKCA	0	0	7
75	HIVEP1	0	0	8
75	ZFC3H1	0	0	8
75	ZC3H13	0	0	8
75	PIEZO1	0	0	6
75	AFF4	0	0	7
75	FZD4	0	0	7
75	VCAN	4	2	12
75	HELZ2	0	0	7
75	AFAP1	2	1	12
75	ALMS1	0	0	6
75	MAN1A2	2	1	12
75	C14orf132	2	1	11
75	VPS13D	0	0	7
75	MED14	0	0	7
75	LRP1	0	0	6
75	PHIP	0	0	8
75	AMOTL1	2	1	11
75	FYCO1	4	2	14
75	ARL10	0	0	7
75	FOSB	0	0	6
75	SPTBN1	28	18	43
75	ALPK2	17	9	31
75	IGF2R	6	3	14
75	NRIP1	0	0	7
75	BRCA2	0	0	8
75	NKTR	0	0	7
75	SVEP1	4	2	12
75	TEAD1	65	50	86
75	ANKRD52	2	1	12
75	SON	5	3	14
75	KIDINS220	0	0	8
75	THBS1	812	768	853
75	H6PD	0	0	8
75	FBN1	13	7	24
75	GTF3C1	0	0	6
75	FLNA	126	106	150
75	STARD9	0	0	8
75	AKAP11	0	0	9
75	LUZP1	2	1	12
75	FLNC	2	1	9
75	USP9X	39	27	57
75	DYNC1H1	26	16	44
75	CASC5	0	0	7
75	NUP98	2	1	11
75	NR4A1	2	1	10
75	ZKSCAN2	0	0	8
75	USP34	5	2	16
75	KIAA2018	0	0	7
75	PAPPA	2	1	9
75	DNAJC13	5	2	15
75	FRY	0	0	9
75	KPNA4	0	0	8
75	PCNX	2	1	11
75	ROCK2	6	3	15
75	THSD4	0	0	7
75	ATP11A	0	0	8
75	GTF3C4	0	0	8
75	SPTAN1	7	3	17
75	LYST	0	0	8
75	MALAT1	17	10	30
75	PRRC2B	31	21	46
75	TPR	7	3	20
75	KIAA1147	0	0	8
75	SSH1	0	0	7
75	HERC2	0	0	7
75	COL5A1	14	8	24
75	AGPS	0	0	9
75	LMTK2	0	0	8
75	REV3L	0	0	7
75	NF1	5	2	16
75	RNF169	0	0	8
75	CACNA1A	0	0	8
75	DSEL	0	0	7
75	TLN1	59	46	77
75	SCUBE3	5	2	16
75	SLC5A3	0	0	9
75	TMOD2	0	0	7
