cell	feat	expr_map	expr_ci_lower	expr_ci_upper
54	AMOTL1	15	8	29
54	PRKDC	56	40	79
54	PAPPA	8	4	18
54	ROCK2	19	12	32
54	AGPS	39	25	61
54	PLXNA1	0	0	8
54	LMTK2	10	4	24
54	LYST	5	2	17
54	FAM208B	2	1	11
54	BRCA2	2	1	13
54	ALMS1	4	2	13
54	GTF3C1	0	0	6
54	LRP1	59	44	80
54	TNRC6A	19	11	34
54	UBR5	12	6	22
54	HIVEP2	11	5	27
54	FLNA	599	554	641
54	H6PD	11	4	24
54	NKTR	0	0	7
54	FBN2	68	53	89
54	RNF169	2	1	13
54	GTF3C4	8	3	22
54	NF1	13	6	27
54	HERC2	2	1	11
54	NUMA1	0	0	6
54	MED14	5	2	15
54	PRKCA	27	17	43
54	DSEL	0	0	7
54	ALPK2	0	0	7
54	SLC7A11	2	1	9
54	KIAA1462	146	123	173
54	SRRM2	107	88	132
54	CACNA1A	0	0	8
54	FASN	106	82	137
54	CBL	2	1	14
54	ZKSCAN2	0	0	8
54	IGF2R	22	14	35
54	AKAP11	0	0	9
54	PIEZO1	34	23	50
54	SLC38A1	2	1	8
54	SLC5A3	0	0	9
54	COL7A1	7	3	19
54	USP9X	13	7	26
54	TEAD1	50	37	69
54	GPR107	30	20	45
54	AFF4	29	19	46
54	FYCO1	18	11	33
54	STARD9	0	0	8
54	VPS13D	2	1	11
54	USP24	0	0	8
54	HELZ2	2	1	11
54	CENPF	44	30	65
54	CEP250	8	3	20
54	SIPA1L3	17	9	34
54	CKAP5	49	36	66
54	TMOD2	2	1	12
54	UBR2	5	2	17
54	REV3L	0	0	7
54	SON	51	39	69
54	PCNX	12	6	26
54	ASCC3	21	12	35
54	ANKRD52	60	44	85
54	FZD4	2	1	12
54	PRRC2B	28	19	44
54	FLNB	7	3	19
54	THSD4	2	1	12
54	TLN1	254	225	287
54	COL5A1	76	61	96
54	SPTAN1	35	23	52
54	LUZP1	24	14	41
54	FRY	3	1	14
59	PHIP	2	1	12
59	HIVEP1	2	1	13
59	ABCA2	2	1	10
59	PTPN14	0	0	7
59	SPTBN1	21	13	35
59	SLC38A1	0	0	5
59	DOPEY1	0	0	8
59	SCUBE3	0	0	7
59	NF1	0	0	7
59	HERC2	0	0	7
59	TMOD2	2	1	12
59	GTF3C1	36	24	54
59	FASN	40	27	62
59	KIAA2018	2	1	11
59	GPR107	10	5	21
59	MALAT1	13	7	25
59	KIAA1199	115	94	141
59	C17orf51	0	0	7
59	KIDINS220	0	0	8
59	ATP11A	0	0	8
59	HELZ2	0	0	7
59	FOSB	0	0	6
59	PRKCA	17	9	31
59	ALPK2	0	0	7
59	SIPA1L3	8	3	22
59	FLNB	10	4	22
59	FZD4	0	0	7
59	C14orf132	10	4	23
59	SPTAN1	28	18	44
59	H6PD	38	25	59
59	PLXNA1	5	2	16
59	POLQ	6	2	19
59	AGPS	0	0	9
59	DOCK7	0	0	7
59	AFAP1	0	0	8
59	TNRC6A	0	0	7
59	ANKRD52	15	8	30
59	NUMA1	48	34	69
59	PDS5A	15	8	30
59	DSEL	2	1	11
59	CHD8	14	7	28
59	FLNA	256	228	288
59	MED14	7	3	19
59	ARL10	0	0	7
59	PAPPA	0	0	5
59	FLNC	119	99	145
59	REV3L	2	1	12
59	HIVEP2	11	5	27
59	TPR	21	12	37
59	SRRM2	62	48	81
59	SON	0	0	5
59	NOTCH2	13	6	27
59	CACNA1A	11	4	24
59	LMTK2	5	2	16
59	NKTR	0	0	7
59	ZFC3H1	16	8	32
59	CKAP5	43	31	59
59	LRP1	0	0	6
59	THBS1	345	317	376
59	BRCA2	0	0	8
59	FRY	12	5	28
59	MAN1A2	2	1	12
59	ITGA2	20	11	36
59	AMOTL1	7	3	19
59	PRRC2B	42	30	59
59	MYH10	0	0	5
59	UBR5	22	14	34
59	STARD9	0	0	8
59	PIK3CA	2	1	12
59	COL5A1	80	64	101
59	CEP250	0	0	8
59	FYCO1	16	9	30
59	DNAJC13	10	4	22
59	PRKDC	12	6	26
59	QSER1	12	5	29
59	NUP98	5	2	15
59	MKI67	54	39	77
59	ROCK2	6	3	15
59	KIAA1147	0	0	8
59	SLC5A3	6	2	18
59	USP9X	0	0	6
59	AKAP11	0	0	9
59	THSD4	0	0	7
59	PIEZO1	2	1	10
59	LYST	2	1	13
59	FBN2	70	55	91
59	DIP2C	2	1	13
59	CREBBP	24	14	41
59	SSH1	7	3	20
59	SVEP1	8	4	18
59	NRIP1	0	0	7
59	DYNC1H1	108	85	138
59	UBR2	0	0	8
59	AFF4	2	1	11
59	RNF169	0	0	8
59	IGF2R	51	38	68
59	FAM208B	19	11	34
59	FBN1	36	25	53
59	EGFR	0	0	8
59	PRPF8	79	62	101
59	CBL	2	1	14
59	KPNA4	10	4	24
59	COL7A1	7	3	19
59	CASC5	0	0	7
59	DIEXF	0	0	8
59	SMARCA5	0	0	5
59	KIAA1462	63	49	83
59	CBX5	2	1	9
59	CENPF	20	12	36
59	TNC	102	82	129
59	ALMS1	0	0	6
59	ZC3H13	24	14	42
59	IQGAP1	73	58	94
59	VPS13D	2	1	11
59	USP34	0	0	8
59	NR4A1	0	0	6
59	LUZP1	29	18	47
59	RAB3B	19	11	34
59	PCNX	20	11	36
59	HEATR5B	0	0	8
59	USP24	0	0	8
59	ZKSCAN2	13	6	28
59	TEAD1	4	2	12
59	TLN1	21	14	34
59	VCAN	43	32	60
59	ASCC3	0	0	6
59	SLC7A11	2	1	9
59	DIP2B	0	0	7
59	VPS13A	0	0	7
59	GTF3C4	0	0	8
41	FBN1	6	3	15
41	MAN1A2	2	1	12
41	MALAT1	0	0	6
41	AGPS	0	0	9
41	FAM208B	2	1	11
41	CKAP5	12	6	22
41	VPS13D	2	1	11
41	REV3L	0	0	7
41	FZD4	0	0	7
41	VCAN	2	1	9
41	CENPF	67	50	92
41	GTF3C4	0	0	8
41	KIAA2018	0	0	7
41	DOPEY1	14	7	30
41	UBR2	2	1	13
41	GTF3C1	29	18	45
41	FRY	6	2	19
41	DIP2C	0	0	8
41	TNC	21	12	35
41	C17orf51	0	0	7
41	CBX5	0	0	5
41	ALPK2	39	27	59
41	LYST	2	1	13
41	USP24	2	1	12
41	SSH1	15	8	30
41	TNRC6A	0	0	7
41	TMOD2	8	3	20
41	PRRC2B	17	10	30
41	FASN	24	14	42
41	PRKCA	24	15	40
41	PIEZO1	2	1	10
41	ALMS1	16	9	29
41	PCNX	15	8	29
41	KIAA1147	8	3	21
41	IGF2R	38	28	54
41	NKTR	0	0	7
41	HEATR5B	0	0	8
41	MYH10	63	49	82
41	PLXNA1	2	1	12
41	CBL	5	2	18
41	HERC2	0	0	7
41	CHD8	22	13	38
41	PRKDC	15	8	29
41	PDS5A	18	10	33
41	SLC5A3	0	0	9
41	SLC38A1	0	0	5
41	SVEP1	2	1	9
41	THSD4	13	6	26
41	POLQ	0	0	9
41	CASC5	0	0	7
41	IQGAP1	19	11	31
41	ZC3H13	40	27	62
41	LUZP1	10	4	23
41	NR4A1	0	0	6
41	SRRM2	89	71	111
41	ZFC3H1	0	0	8
41	TLN1	280	249	314
41	NF1	0	0	7
41	ANKRD52	26	16	44
41	FLNB	5	2	15
41	CREBBP	8	3	20
41	LRP1	4	2	13
41	SLC7A11	4	2	12
41	PAPPA	0	0	5
41	COL5A1	30	21	44
41	RAB3B	41	28	60
41	CEP250	8	3	20
41	COL7A1	12	6	26
41	USP34	0	0	8
41	TPR	47	33	69
41	KIDINS220	2	1	12
41	DIEXF	0	0	8
41	ROCK2	36	26	53
41	THBS1	314	287	344
41	GPR107	21	13	34
41	AFF4	14	7	28
41	MKI67	23	13	40
41	VPS13A	5	2	15
41	KIAA1462	47	35	64
41	DIP2B	0	0	7
41	AFAP1	2	1	12
41	HIVEP2	0	0	9
41	AMOTL1	48	33	69
41	PTPN14	44	30	63
41	SCUBE3	0	0	7
41	PHIP	0	0	8
41	UBR5	12	6	22
41	BRCA2	0	0	8
41	CACNA1A	0	0	8
41	HELZ2	0	0	7
41	ZKSCAN2	0	0	8
41	DYNC1H1	97	75	127
41	AKAP11	3	1	14
41	FLNA	580	536	621
41	ARL10	0	0	7
41	TEAD1	39	28	56
41	FLNC	60	46	80
41	HIVEP1	0	0	8
41	SON	39	29	55
41	SIPA1L3	20	11	38
41	FYCO1	11	6	24
41	NRIP1	2	1	12
41	USP9X	55	41	76
41	ABCA2	0	0	6
41	DOCK7	8	3	20
41	DNAJC13	12	6	25
41	ITGA2	0	0	7
41	SPTAN1	61	45	82
41	PRPF8	156	131	186
41	C14orf132	0	0	7
41	ATP11A	0	0	8
41	STARD9	0	0	8
41	NUMA1	7	3	18
41	MED14	0	0	7
41	EGFR	2	1	13
41	ASCC3	7	3	17
41	H6PD	0	0	8
41	SPTBN1	56	42	75
41	FOSB	4	2	12
41	PIK3CA	0	0	8
41	LMTK2	0	0	8
41	DSEL	2	1	11
41	FBN2	15	8	26
41	NUP98	0	0	7
41	SMARCA5	4	2	11
41	RNF169	0	0	8
41	KIAA1199	4	2	13
41	KPNA4	0	0	8
41	NOTCH2	0	0	7
41	QSER1	0	0	9
43	SSH1	15	8	30
43	VCAN	79	62	100
43	FOSB	0	0	6
43	FLNB	97	75	125
43	DIP2C	8	3	21
43	KIAA1462	0	0	5
43	DNAJC13	20	11	35
43	ATP11A	0	0	8
43	DSEL	0	0	7
43	COL7A1	0	0	7
43	ARL10	40	26	60
43	CENPF	91	70	119
43	SON	41	30	57
43	CEP250	21	12	38
43	NKTR	0	0	7
43	FRY	0	0	9
43	PRRC2B	19	12	33
43	AKAP11	3	1	14
43	DOCK7	10	4	24
43	MED14	2	1	11
43	PRKDC	128	103	160
43	NR4A1	0	0	6
43	ALPK2	49	35	71
43	KIAA1199	0	0	6
43	SRRM2	145	122	172
43	KIAA1147	8	3	21
43	MYH10	34	24	49
43	USP24	0	0	8
43	AFAP1	21	12	38
43	UBR2	33	21	54
43	LRP1	11	5	23
43	SVEP1	2	1	9
43	ABCA2	2	1	10
43	DOPEY1	8	3	22
43	ZKSCAN2	8	3	21
43	SPTAN1	51	37	71
43	GTF3C1	29	18	45
43	MKI67	221	187	259
43	FBN2	6	3	15
43	DIEXF	0	0	8
43	TPR	23	14	40
43	QSER1	0	0	9
43	H6PD	0	0	8
43	CREBBP	24	14	41
43	NUMA1	90	70	116
43	ITGA2	2	1	11
43	MALAT1	13	7	25
43	NOTCH2	2	1	12
43	RNF169	8	3	22
43	LYST	0	0	8
43	USP34	0	0	8
43	VPS13D	0	0	7
43	ALMS1	53	39	74
43	REV3L	0	0	7
43	IGF2R	0	0	5
43	HIVEP2	17	9	35
43	TEAD1	0	0	6
43	IQGAP1	25	16	39
43	PLXNA1	0	0	8
43	ASCC3	7	3	17
43	RAB3B	26	16	43
43	AMOTL1	5	2	15
43	NRIP1	0	0	7
43	GPR107	8	4	18
43	THSD4	15	8	30
43	PAPPA	23	15	37
43	AGPS	0	0	9
43	GTF3C4	5	2	18
43	ANKRD52	18	10	34
43	PHIP	2	1	12
43	KIAA2018	36	24	55
43	SIPA1L3	8	3	22
43	POLQ	6	2	19
43	COL5A1	110	91	134
43	SPTBN1	43	31	60
43	FAM208B	4	2	14
43	ZC3H13	8	3	20
43	PIK3CA	2	1	12
43	C17orf51	12	6	25
43	ZFC3H1	5	2	17
43	KIDINS220	0	0	8
43	VPS13A	0	0	7
43	TNC	49	35	68
43	PDS5A	0	0	7
43	FZD4	26	16	43
43	SMARCA5	2	1	8
43	HIVEP1	11	5	25
43	FYCO1	2	1	10
43	DIP2B	25	15	42
43	MAN1A2	0	0	7
43	USP9X	23	14	38
43	CKAP5	28	19	42
43	SLC5A3	6	2	18
43	CBL	2	1	14
43	CHD8	7	3	18
43	STARD9	32	19	52
43	FLNA	535	494	576
43	TNRC6A	22	13	37
43	HEATR5B	0	0	8
43	PIEZO1	20	12	34
43	LUZP1	40	26	60
43	SCUBE3	16	8	31
43	C14orf132	7	3	19
43	FBN1	13	7	24
43	FASN	46	31	68
43	FLNC	48	35	65
43	SLC38A1	0	0	5
43	CACNA1A	27	16	46
43	NF1	39	26	60
43	BRCA2	0	0	8
43	TLN1	119	99	143
43	AFF4	17	9	31
43	SLC7A11	0	0	5
43	UBR5	0	0	5
43	LMTK2	27	16	45
43	EGFR	2	1	13
43	KPNA4	0	0	8
43	HELZ2	33	21	52
43	HERC2	4	2	14
43	THBS1	191	171	215
43	PTPN14	19	11	34
43	CBX5	0	0	5
43	PRPF8	72	56	94
43	CASC5	21	12	38
43	PRKCA	9	4	21
43	TMOD2	16	8	31
43	ROCK2	19	12	32
43	DYNC1H1	111	87	141
43	NUP98	2	1	11
43	PCNX	25	15	42
81	SIPA1L3	2	1	14
81	ABCA2	7	3	17
81	SRRM2	22	14	35
81	KIAA2018	23	13	39
81	USP9X	25	16	40
81	CENPF	0	0	7
81	NR4A1	0	0	6
81	ZKSCAN2	0	0	8
81	PHIP	0	0	8
81	ANKRD52	15	8	30
81	ATP11A	2	1	13
81	SMARCA5	10	5	20
81	ITGA2	2	1	11
81	NOTCH2	0	0	7
81	SLC38A1	0	0	5
81	DYNC1H1	58	41	81
81	FBN1	4	2	12
81	VPS13D	15	8	29
81	CACNA1A	5	2	17
81	HIVEP1	14	6	29
81	PAPPA	134	112	162
81	FOSB	2	1	9
81	FLNA	308	276	343
81	SCUBE3	24	14	41
81	FZD4	5	2	16
81	HERC2	19	11	34
81	UBR5	6	3	14
81	TEAD1	8	4	19
81	GTF3C1	19	11	33
81	POLQ	15	7	32
81	FBN2	94	76	118
81	PCNX	5	2	15
81	KPNA4	0	0	8
81	MAN1A2	2	1	12
81	FRY	3	1	14
81	CREBBP	8	3	20
81	HIVEP2	17	9	35
81	SPTBN1	65	50	85
81	NRIP1	8	3	20
81	ARL10	5	2	16
81	SLC7A11	12	7	23
81	AGPS	27	15	47
81	FYCO1	2	1	10
81	CASC5	37	24	58
81	EGFR	5	2	18
81	MALAT1	4	2	13
81	DIP2C	31	19	51
81	NF1	0	0	7
81	TMOD2	8	3	20
81	DOPEY1	0	0	8
81	KIDINS220	27	16	45
81	COL7A1	5	2	15
81	SSH1	0	0	7
81	REV3L	0	0	7
81	USP24	13	6	28
81	PTPN14	12	6	24
81	PRRC2B	8	4	19
81	THBS1	44	34	56
81	C17orf51	5	2	15
81	AKAP11	6	2	19
81	SVEP1	0	0	5
81	MYH10	8	4	17
81	DNAJC13	7	3	19
81	TNRC6A	7	3	18
81	AFF4	12	6	25
81	UBR2	2	1	13
81	VPS13A	10	4	22
81	ALPK2	4	2	15
81	PRKCA	9	4	21
81	TNC	9	4	20
81	TPR	58	41	81
81	CEP250	5	2	16
81	RNF169	8	3	22
81	LMTK2	0	0	8
81	ASCC3	9	4	20
81	CBL	5	2	18
81	LUZP1	16	8	31
81	DSEL	0	0	7
81	C14orf132	2	1	11
81	MED14	0	0	7
81	VCAN	39	28	55
81	HEATR5B	5	2	17
81	COL5A1	28	19	41
81	AFAP1	2	1	12
81	ZC3H13	5	2	16
81	RAB3B	2	1	11
81	NUP98	30	19	48
81	ALMS1	23	14	38
81	KIAA1147	30	18	49
81	PRKDC	15	8	29
81	DOCK7	8	3	20
81	QSER1	6	2	20
81	H6PD	5	2	17
81	SLC5A3	3	1	14
81	ROCK2	4	2	12
81	AMOTL1	53	38	75
81	IQGAP1	23	15	36
81	LYST	0	0	8
81	SPTAN1	91	72	117
81	BRCA2	2	1	13
81	NKTR	2	1	11
81	CBX5	0	0	5
81	FAM208B	14	7	28
81	FLNC	6	3	15
81	TLN1	95	78	117
81	PDS5A	5	2	16
81	PRPF8	17	10	30
81	NUMA1	43	30	63
81	GPR107	4	2	12
81	ZFC3H1	2	1	13
81	SON	15	9	27
81	GTF3C4	14	7	31
81	CHD8	0	0	7
81	THSD4	0	0	7
81	MKI67	15	8	30
81	FLNB	43	30	64
81	HELZ2	2	1	11
81	KIAA1199	137	114	166
81	PLXNA1	0	0	8
81	IGF2R	14	8	25
81	FASN	57	40	81
81	KIAA1462	37	26	52
81	USP34	8	3	20
81	STARD9	11	5	26
81	PIK3CA	0	0	8
81	LRP1	29	19	45
81	DIP2B	7	3	19
81	DIEXF	51	35	75
81	PIEZO1	22	14	37
81	CKAP5	2	1	8
70	DIEXF	5	2	17
70	PRKDC	48	34	70
70	ANKRD52	31	20	50
70	UBR5	10	5	19
70	MAN1A2	2	1	12
70	ITGA2	5	2	15
70	LRP1	57	42	78
70	MKI67	46	32	68
70	FYCO1	2	1	10
70	COL5A1	287	256	323
70	POLQ	3	1	14
70	TMOD2	10	4	24
70	HIVEP2	14	7	31
70	SRRM2	20	13	33
70	PCNX	15	8	29
70	EGFR	0	0	8
70	SPTAN1	72	55	96
70	PIEZO1	9	4	19
70	USP24	8	3	21
70	SON	1	1	8
70	FLNB	33	21	51
70	PHIP	0	0	8
70	NR4A1	0	0	6
70	AMOTL1	20	11	35
70	CBX5	0	0	5
70	TEAD1	2	1	9
70	GTF3C4	2	1	14
70	VPS13A	5	2	15
70	KIAA1199	281	247	318
70	LYST	5	2	17
70	ZC3H13	16	8	31
70	PRRC2B	2	1	9
70	ASCC3	28	18	44
70	C17orf51	0	0	7
70	ZFC3H1	2	1	13
70	LMTK2	0	0	8
70	PTPN14	12	6	24
70	DYNC1H1	52	37	75
70	IQGAP1	8	4	18
70	MED14	5	2	15
70	COL7A1	0	0	7
70	STARD9	37	24	59
70	NUP98	0	0	7
70	RNF169	2	1	13
70	PIK3CA	8	3	20
70	SLC38A1	2	1	8
70	ARL10	77	58	104
70	REV3L	0	0	7
70	USP34	0	0	8
70	CASC5	21	12	38
70	PLXNA1	5	2	16
70	PDS5A	10	4	23
70	QSER1	15	7	33
70	H6PD	33	21	52
70	TLN1	153	130	180
70	DIP2C	2	1	13
70	ALPK2	9	4	22
70	TNRC6A	7	3	18
70	CBL	5	2	18
70	C14orf132	5	2	15
70	ATP11A	0	0	8
70	NUMA1	19	11	34
70	ROCK2	2	1	9
70	SVEP1	0	0	5
70	FAM208B	14	7	28
70	PRPF8	28	19	43
70	RAB3B	7	3	18
70	FLNC	90	72	113
70	CREBBP	5	2	16
70	IGF2R	92	74	114
70	HERC2	22	13	37
70	DOPEY1	29	17	48
70	HEATR5B	33	21	53
70	SMARCA5	2	1	8
70	AKAP11	9	3	23
70	KIAA1462	45	33	62
70	USP9X	18	10	32
70	PAPPA	2	1	9
70	GTF3C1	48	34	68
70	KIAA1147	13	6	28
70	FBN2	375	336	415
70	SLC5A3	0	0	9
70	FOSB	0	0	6
70	CENPF	0	0	7
70	BRCA2	11	5	25
70	CHD8	7	3	18
70	LUZP1	2	1	12
70	FRY	9	3	24
70	SCUBE3	62	44	86
70	THBS1	845	800	887
70	CACNA1A	24	14	42
70	NOTCH2	0	0	7
70	SIPA1L3	29	17	49
70	FZD4	28	18	47
70	KPNA4	0	0	8
70	GPR107	8	4	18
70	ALMS1	70	53	92
70	NF1	2	1	12
