feat	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
CACNA1A	4.103896103896104	0.0	0.0	0.0	1.025974025974026	3.0779220779220777	0.0	0.0	0.0	10.25974025974026	1.025974025974026	1.025974025974026	3.0779220779220777	0.0	0.0	2.051948051948052	0.0	0.0	3.0779220779220777	0.0	4.103896103896104	0.0	4.103896103896104	0.0	1.025974025974026	0.0	1.025974025974026	4.103896103896104	2.051948051948052	6.1558441558441555	5.12987012987013	3.0779220779220777	2.051948051948052	0.0	0.0	0.0	6.1558441558441555	0.0	1.025974025974026	1.025974025974026	0.0
CASC5	1.025974025974026	1.025974025974026	0.0	1.025974025974026	0.0	1.025974025974026	4.103896103896104	5.12987012987013	0.0	0.0	3.0779220779220777	5.12987012987013	0.0	2.051948051948052	0.0	0.0	0.0	0.0	3.0779220779220777	0.0	2.051948051948052	0.0	0.0	1.025974025974026	2.051948051948052	1.025974025974026	1.025974025974026	2.051948051948052	1.025974025974026	0.0	0.0	1.025974025974026	1.025974025974026	1.025974025974026	0.0	0.0	0.0	1.025974025974026	1.025974025974026	1.025974025974026	0.0
CBL	2.051948051948052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.025974025974026	1.025974025974026	2.051948051948052	2.051948051948052	0.0	0.0	2.051948051948052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.207792207792208	2.051948051948052	4.103896103896104	2.051948051948052	1.025974025974026	1.025974025974026	4.103896103896104	0.0	0.0	1.025974025974026	1.025974025974026	2.051948051948052	0.0	2.051948051948052	1.025974025974026
CBX5	14.363636363636363	9.233766233766234	12.311688311688311	6.1558441558441555	2.051948051948052	15.38961038961039	32.83116883116883	8.207792207792208	13.337662337662337	2.051948051948052	7.181818181818182	17.441558441558442	9.233766233766234	17.441558441558442	6.1558441558441555	2.051948051948052	4.103896103896104	30.77922077922078	0.0	4.103896103896104	7.181818181818182	10.25974025974026	4.103896103896104	14.363636363636363	7.181818181818182	6.1558441558441555	19.493506493506494	6.1558441558441555	10.25974025974026	4.103896103896104	7.181818181818182	4.103896103896104	9.233766233766234	9.233766233766234	4.103896103896104	13.337662337662337	10.25974025974026	0.0	6.1558441558441555	17.441558441558442	23.5974025974026
CENPF	7.181818181818182	1.025974025974026	29.753246753246753	0.0	5.12987012987013	3.0779220779220777	2.051948051948052	8.207792207792208	1.025974025974026	1.025974025974026	1.025974025974026	8.207792207792208	0.0	3.0779220779220777	1.025974025974026	0.0	0.0	12.311688311688311	0.0	1.025974025974026	7.181818181818182	5.12987012987013	1.025974025974026	1.025974025974026	2.051948051948052	2.051948051948052	10.25974025974026	5.12987012987013	1.025974025974026	0.0	1.025974025974026	9.233766233766234	7.181818181818182	1.025974025974026	1.025974025974026	0.0	3.0779220779220777	0.0	0.0	10.25974025974026	2.051948051948052
CEP250	1.025974025974026	0.0	1.025974025974026	0.0	10.25974025974026	3.0779220779220777	1.025974025974026	0.0	1.025974025974026	4.103896103896104	8.207792207792208	2.051948051948052	4.103896103896104	1.025974025974026	0.0	5.12987012987013	0.0	1.025974025974026	4.103896103896104	0.0	2.051948051948052	1.025974025974026	5.12987012987013	1.025974025974026	4.103896103896104	1.025974025974026	1.025974025974026	1.025974025974026	1.025974025974026	1.025974025974026	0.0	5.12987012987013	7.181818181818182	4.103896103896104	0.0	3.0779220779220777	5.12987012987013	1.025974025974026	9.233766233766234	1.025974025974026	0.0
CHD8	2.051948051948052	0.0	2.051948051948052	0.0	3.0779220779220777	1.025974025974026	2.051948051948052	3.0779220779220777	3.0779220779220777	5.12987012987013	4.103896103896104	1.025974025974026	3.0779220779220777	0.0	0.0	7.181818181818182	1.025974025974026	3.0779220779220777	3.0779220779220777	1.025974025974026	1.025974025974026	0.0	2.051948051948052	1.025974025974026	1.025974025974026	2.051948051948052	4.103896103896104	1.025974025974026	10.25974025974026	4.103896103896104	2.051948051948052	5.12987012987013	1.025974025974026	2.051948051948052	0.0	2.051948051948052	3.0779220779220777	3.0779220779220777	3.0779220779220777	7.181818181818182	1.025974025974026
CKAP5	14.363636363636363	4.103896103896104	20.51948051948052	4.103896103896104	14.363636363636363	9.233766233766234	8.207792207792208	17.441558441558442	13.337662337662337	10.25974025974026	15.38961038961039	24.623376623376622	7.181818181818182	13.337662337662337	4.103896103896104	9.233766233766234	2.051948051948052	8.207792207792208	8.207792207792208	5.12987012987013	9.233766233766234	9.233766233766234	8.207792207792208	8.207792207792208	20.51948051948052	15.38961038961039	11.285714285714286	10.25974025974026	9.233766233766234	11.285714285714286	9.233766233766234	17.441558441558442	9.233766233766234	3.0779220779220777	2.051948051948052	8.207792207792208	13.337662337662337	4.103896103896104	10.25974025974026	16.415584415584416	13.337662337662337
COL5A1	215.45454545454547	16.415584415584416	101.57142857142857	16.415584415584416	45.142857142857146	111.83116883116884	81.05194805194806	37.96103896103896	316.0	130.2987012987013	44.116883116883116	190.83116883116884	160.05194805194805	17.441558441558442	81.05194805194806	141.58441558441558	160.05194805194805	152.87012987012986	201.0909090909091	256.4935064935065	47.1948051948052	24.623376623376622	120.03896103896103	64.63636363636364	220.58441558441558	69.76623376623377	26.675324675324674	165.1818181818182	114.9090909090909	153.8961038961039	52.324675324675326	112.85714285714286	134.4025974025974	101.57142857142857	7.181818181818182	73.87012987012987	206.22077922077924	232.8961038961039	70.79220779220779	34.883116883116884	32.83116883116883
COL7A1	9.233766233766234	2.051948051948052	1.025974025974026	0.0	0.0	10.25974025974026	1.025974025974026	2.051948051948052	0.0	14.363636363636363	2.051948051948052	2.051948051948052	9.233766233766234	3.0779220779220777	9.233766233766234	1.025974025974026	3.0779220779220777	9.233766233766234	13.337662337662337	7.181818181818182	2.051948051948052	3.0779220779220777	11.285714285714286	5.12987012987013	9.233766233766234	0.0	2.051948051948052	0.0	9.233766233766234	3.0779220779220777	7.181818181818182	8.207792207792208	5.12987012987013	10.25974025974026	1.025974025974026	0.0	2.051948051948052	1.025974025974026	1.025974025974026	2.051948051948052	0.0
CREBBP	13.337662337662337	0.0	7.181818181818182	0.0	2.051948051948052	2.051948051948052	2.051948051948052	1.025974025974026	1.025974025974026	16.415584415584416	17.441558441558442	13.337662337662337	15.38961038961039	3.0779220779220777	3.0779220779220777	3.0779220779220777	0.0	18.467532467532468	4.103896103896104	8.207792207792208	9.233766233766234	1.025974025974026	4.103896103896104	2.051948051948052	8.207792207792208	4.103896103896104	4.103896103896104	2.051948051948052	8.207792207792208	7.181818181818182	7.181818181818182	5.12987012987013	2.051948051948052	10.25974025974026	0.0	9.233766233766234	4.103896103896104	9.233766233766234	17.441558441558442	4.103896103896104	1.025974025974026
DIEXF	2.051948051948052	0.0	0.0	0.0	0.0	2.051948051948052	3.0779220779220777	11.285714285714286	0.0	5.12987012987013	4.103896103896104	11.285714285714286	2.051948051948052	13.337662337662337	0.0	1.025974025974026	1.025974025974026	1.025974025974026	2.051948051948052	1.025974025974026	0.0	2.051948051948052	3.0779220779220777	2.051948051948052	0.0	0.0	2.051948051948052	2.051948051948052	0.0	1.025974025974026	0.0	1.025974025974026	9.233766233766234	2.051948051948052	1.025974025974026	2.051948051948052	0.0	3.0779220779220777	3.0779220779220777	5.12987012987013	0.0
DIP2B	0.0	0.0	0.0	1.025974025974026	0.0	1.025974025974026	0.0	0.0	4.103896103896104	0.0	3.0779220779220777	0.0	0.0	0.0	5.12987012987013	2.051948051948052	0.0	2.051948051948052	0.0	2.051948051948052	5.12987012987013	3.0779220779220777	1.025974025974026	1.025974025974026	2.051948051948052	2.051948051948052	1.025974025974026	0.0	5.12987012987013	1.025974025974026	1.025974025974026	1.025974025974026	2.051948051948052	3.0779220779220777	0.0	5.12987012987013	0.0	9.233766233766234	4.103896103896104	2.051948051948052	0.0
DIP2C	2.051948051948052	14.363636363636363	9.233766233766234	1.025974025974026	7.181818181818182	3.0779220779220777	2.051948051948052	2.051948051948052	3.0779220779220777	14.363636363636363	10.25974025974026	5.12987012987013	8.207792207792208	8.207792207792208	4.103896103896104	4.103896103896104	3.0779220779220777	10.25974025974026	2.051948051948052	0.0	4.103896103896104	10.25974025974026	8.207792207792208	7.181818181818182	8.207792207792208	14.363636363636363	18.467532467532468	4.103896103896104	14.363636363636363	4.103896103896104	5.12987012987013	5.12987012987013	14.363636363636363	7.181818181818182	2.051948051948052	3.0779220779220777	4.103896103896104	4.103896103896104	11.285714285714286	4.103896103896104	7.181818181818182
DNAJC13	4.103896103896104	2.051948051948052	7.181818181818182	0.0	5.12987012987013	1.025974025974026	2.051948051948052	5.12987012987013	5.12987012987013	4.103896103896104	10.25974025974026	14.363636363636363	8.207792207792208	19.493506493506494	9.233766233766234	5.12987012987013	3.0779220779220777	11.285714285714286	2.051948051948052	1.025974025974026	1.025974025974026	3.0779220779220777	3.0779220779220777	0.0	8.207792207792208	9.233766233766234	1.025974025974026	2.051948051948052	7.181818181818182	5.12987012987013	7.181818181818182	2.051948051948052	4.103896103896104	8.207792207792208	1.025974025974026	9.233766233766234	13.337662337662337	1.025974025974026	4.103896103896104	4.103896103896104	0.0
DOCK7	15.38961038961039	0.0	4.103896103896104	0.0	10.25974025974026	2.051948051948052	4.103896103896104	0.0	7.181818181818182	3.0779220779220777	8.207792207792208	1.025974025974026	9.233766233766234	4.103896103896104	8.207792207792208	5.12987012987013	2.051948051948052	4.103896103896104	9.233766233766234	4.103896103896104	12.311688311688311	3.0779220779220777	3.0779220779220777	3.0779220779220777	4.103896103896104	3.0779220779220777	3.0779220779220777	9.233766233766234	7.181818181818182	5.12987012987013	5.12987012987013	5.12987012987013	8.207792207792208	11.285714285714286	0.0	5.12987012987013	8.207792207792208	7.181818181818182	10.25974025974026	2.051948051948052	0.0
DOPEY1	6.1558441558441555	0.0	0.0	1.025974025974026	0.0	1.025974025974026	1.025974025974026	2.051948051948052	0.0	0.0	2.051948051948052	3.0779220779220777	0.0	0.0	1.025974025974026	0.0	1.025974025974026	2.051948051948052	8.207792207792208	2.051948051948052	6.1558441558441555	2.051948051948052	2.051948051948052	0.0	2.051948051948052	0.0	1.025974025974026	2.051948051948052	0.0	3.0779220779220777	0.0	1.025974025974026	2.051948051948052	2.051948051948052	0.0	3.0779220779220777	1.025974025974026	0.0	1.025974025974026	10.25974025974026	3.0779220779220777
DSEL	1.025974025974026	1.025974025974026	4.103896103896104	0.0	6.1558441558441555	0.0	1.025974025974026	5.12987012987013	0.0	11.285714285714286	3.0779220779220777	4.103896103896104	3.0779220779220777	2.051948051948052	2.051948051948052	2.051948051948052	3.0779220779220777	2.051948051948052	2.051948051948052	1.025974025974026	2.051948051948052	5.12987012987013	2.051948051948052	5.12987012987013	5.12987012987013	3.0779220779220777	8.207792207792208	0.0	5.12987012987013	2.051948051948052	4.103896103896104	4.103896103896104	2.051948051948052	2.051948051948052	1.025974025974026	1.025974025974026	1.025974025974026	8.207792207792208	5.12987012987013	3.0779220779220777	4.103896103896104
DYNC1H1	9.233766233766234	3.0779220779220777	5.12987012987013	8.207792207792208	16.415584415584416	14.363636363636363	10.25974025974026	5.12987012987013	32.83116883116883	51.298701298701296	40.01298701298701	2.051948051948052	36.935064935064936	7.181818181818182	7.181818181818182	31.805194805194805	11.285714285714286	22.571428571428573	21.545454545454547	22.571428571428573	8.207792207792208	3.0779220779220777	29.753246753246753	8.207792207792208	41.03896103896104	36.935064935064936	10.25974025974026	42.064935064935064	33.857142857142854	21.545454545454547	17.441558441558442	16.415584415584416	23.5974025974026	31.805194805194805	8.207792207792208	34.883116883116884	16.415584415584416	21.545454545454547	31.805194805194805	5.12987012987013	4.103896103896104
EGFR	16.415584415584416	1.025974025974026	0.0	1.025974025974026	3.0779220779220777	2.051948051948052	2.051948051948052	1.025974025974026	0.0	7.181818181818182	1.025974025974026	4.103896103896104	8.207792207792208	4.103896103896104	4.103896103896104	8.207792207792208	0.0	5.12987012987013	2.051948051948052	5.12987012987013	1.025974025974026	1.025974025974026	2.051948051948052	2.051948051948052	4.103896103896104	2.051948051948052	8.207792207792208	5.12987012987013	10.25974025974026	4.103896103896104	3.0779220779220777	0.0	12.311688311688311	2.051948051948052	0.0	2.051948051948052	1.025974025974026	11.285714285714286	4.103896103896104	4.103896103896104	0.0
FAM208B	3.0779220779220777	4.103896103896104	2.051948051948052	1.025974025974026	2.051948051948052	1.025974025974026	3.0779220779220777	2.051948051948052	4.103896103896104	3.0779220779220777	5.12987012987013	1.025974025974026	1.025974025974026	4.103896103896104	1.025974025974026	3.0779220779220777	0.0	9.233766233766234	3.0779220779220777	1.025974025974026	0.0	3.0779220779220777	0.0	3.0779220779220777	2.051948051948052	1.025974025974026	3.0779220779220777	1.025974025974026	1.025974025974026	2.051948051948052	3.0779220779220777	7.181818181818182	0.0	0.0	0.0	2.051948051948052	2.051948051948052	1.025974025974026	7.181818181818182	0.0	7.181818181818182
FASN	8.207792207792208	1.025974025974026	2.051948051948052	1.025974025974026	5.12987012987013	1.025974025974026	3.0779220779220777	8.207792207792208	2.051948051948052	0.0	7.181818181818182	2.051948051948052	3.0779220779220777	26.675324675324674	1.025974025974026	3.0779220779220777	0.0	2.051948051948052	7.181818181818182	3.0779220779220777	7.181818181818182	3.0779220779220777	1.025974025974026	0.0	0.0	2.051948051948052	12.311688311688311	2.051948051948052	0.0	4.103896103896104	1.025974025974026	3.0779220779220777	7.181818181818182	2.051948051948052	1.025974025974026	0.0	1.025974025974026	2.051948051948052	3.0779220779220777	29.753246753246753	16.415584415584416
FBN1	54.37662337662338	34.883116883116884	59.506493506493506	3.0779220779220777	52.324675324675326	51.298701298701296	25.649350649350648	7.181818181818182	68.74025974025975	108.75324675324676	67.71428571428571	41.03896103896104	71.81818181818181	10.25974025974026	29.753246753246753	89.25974025974025	56.42857142857143	43.09090909090909	101.57142857142857	148.76623376623377	21.545454545454547	21.545454545454547	110.8051948051948	61.55844155844156	151.84415584415584	65.66233766233766	22.571428571428573	124.14285714285714	30.77922077922078	79.0	63.61038961038961	50.27272727272727	50.27272727272727	41.03896103896104	5.12987012987013	23.5974025974026	57.45454545454545	88.23376623376623	42.064935064935064	58.48051948051948	16.415584415584416
FBN2	16.415584415584416	65.66233766233766	98.49350649350649	4.103896103896104	15.38961038961039	412.44155844155847	16.415584415584416	29.753246753246753	249.3116883116883	175.44155844155844	49.246753246753244	115.93506493506493	144.66233766233768	29.753246753246753	32.83116883116883	128.24675324675326	40.01298701298701	74.8961038961039	126.1948051948052	140.55844155844156	60.532467532467535	83.1038961038961	210.32467532467533	180.57142857142858	271.8831168831169	24.623376623376622	83.1038961038961	81.05194805194806	57.45454545454545	51.298701298701296	110.8051948051948	55.4025974025974	74.8961038961039	45.142857142857146	12.311688311688311	57.45454545454545	175.44155844155844	255.46753246753246	29.753246753246753	45.142857142857146	116.96103896103897
FLNA	97.46753246753246	34.883116883116884	217.5064935064935	6.1558441558441555	207.24675324675326	230.84415584415584	201.0909090909091	24.623376623376622	174.41558441558442	156.97402597402598	214.42857142857142	113.88311688311688	216.4805194805195	84.12987012987013	194.93506493506493	153.8961038961039	153.8961038961039	373.45454545454544	155.94805194805195	174.41558441558442	153.8961038961039	35.90909090909091	209.2987012987013	28.727272727272727	176.46753246753246	206.22077922077924	104.64935064935065	165.1818181818182	403.20779220779224	448.35064935064935	163.12987012987014	329.3376623376623	550.9480519480519	155.94805194805195	3.0779220779220777	148.76623376623377	126.1948051948052	265.72727272727275	414.4935064935065	85.15584415584415	20.51948051948052
FLNB	7.181818181818182	1.025974025974026	3.0779220779220777	0.0	2.051948051948052	1.025974025974026	0.0	5.12987012987013	8.207792207792208	5.12987012987013	7.181818181818182	3.0779220779220777	2.051948051948052	4.103896103896104	0.0	2.051948051948052	0.0	5.12987012987013	7.181818181818182	2.051948051948052	3.0779220779220777	2.051948051948052	5.12987012987013	0.0	0.0	4.103896103896104	4.103896103896104	4.103896103896104	21.545454545454547	4.103896103896104	14.363636363636363	3.0779220779220777	14.363636363636363	5.12987012987013	3.0779220779220777	4.103896103896104	4.103896103896104	3.0779220779220777	13.337662337662337	9.233766233766234	3.0779220779220777
FLNC	68.74025974025975	11.285714285714286	43.09090909090909	4.103896103896104	36.935064935064936	23.5974025974026	30.77922077922078	26.675324675324674	18.467532467532468	61.55844155844156	134.4025974025974	48.22077922077922	60.532467532467535	42.064935064935064	11.285714285714286	47.1948051948052	26.675324675324674	46.16883116883117	29.753246753246753	48.22077922077922	42.064935064935064	7.181818181818182	27.7012987012987	13.337662337662337	125.16883116883118	76.94805194805195	5.12987012987013	49.246753246753244	101.57142857142857	63.61038961038961	30.77922077922078	43.09090909090909	129.27272727272728	24.623376623376622	5.12987012987013	23.5974025974026	42.064935064935064	50.27272727272727	125.16883116883118	24.623376623376622	11.285714285714286
FOSB	18.467532467532468	10.25974025974026	2.051948051948052	5.12987012987013	2.051948051948052	7.181818181818182	9.233766233766234	11.285714285714286	1.025974025974026	4.103896103896104	1.025974025974026	8.207792207792208	5.12987012987013	10.25974025974026	1.025974025974026	7.181818181818182	7.181818181818182	3.0779220779220777	7.181818181818182	5.12987012987013	1.025974025974026	7.181818181818182	0.0	7.181818181818182	21.545454545454547	5.12987012987013	4.103896103896104	0.0	1.025974025974026	4.103896103896104	3.0779220779220777	4.103896103896104	9.233766233766234	3.0779220779220777	0.0	9.233766233766234	5.12987012987013	5.12987012987013	2.051948051948052	24.623376623376622	5.12987012987013
FRY	0.0	0.0	0.0	2.051948051948052	0.0	1.025974025974026	2.051948051948052	2.051948051948052	1.025974025974026	1.025974025974026	3.0779220779220777	2.051948051948052	1.025974025974026	3.0779220779220777	1.025974025974026	0.0	0.0	3.0779220779220777	3.0779220779220777	1.025974025974026	3.0779220779220777	0.0	0.0	0.0	0.0	0.0	1.025974025974026	4.103896103896104	3.0779220779220777	1.025974025974026	2.051948051948052	0.0	5.12987012987013	1.025974025974026	2.051948051948052	0.0	4.103896103896104	1.025974025974026	0.0	6.1558441558441555	1.025974025974026
